SciName,Family,Order
Odontorchilus branickii,Troglodytidae,Passeriformes
Odontorchilus cinereus,Troglodytidae,Passeriformes
Salpinctes obsoletus,Troglodytidae,Passeriformes
Thryomanes bewickii,Troglodytidae,Passeriformes
Thryorchilus browni,Troglodytidae,Passeriformes
Thryothorus atrogularis,Troglodytidae,Passeriformes
Thryothorus coraya,Troglodytidae,Passeriformes
Thryothorus eisenmanni,Troglodytidae,Passeriformes
Thryothorus euophrys,Troglodytidae,Passeriformes
Thryothorus fasciatoventris,Troglodytidae,Passeriformes
Thryothorus felix,Troglodytidae,Passeriformes
Thryothorus genibarbis,Troglodytidae,Passeriformes
Thryothorus griseus,Troglodytidae,Passeriformes
Thryothorus guarayanus,Troglodytidae,Passeriformes
Thryothorus leucopogon,Troglodytidae,Passeriformes
Thryothorus leucotis,Troglodytidae,Passeriformes
Thryothorus longirostris,Troglodytidae,Passeriformes
Thryothorus ludovicianus,Troglodytidae,Passeriformes
Thryothorus maculipectus,Troglodytidae,Passeriformes
Thryothorus modestus,Troglodytidae,Passeriformes
Thryothorus mystacalis,Troglodytidae,Passeriformes
Thryothorus nicefori,Troglodytidae,Passeriformes
Thryothorus nigricapillus,Troglodytidae,Passeriformes
Thryothorus pleurostictus,Troglodytidae,Passeriformes
Thryothorus rufalbus,Troglodytidae,Passeriformes
Thryothorus rutilus,Troglodytidae,Passeriformes
Thryothorus sclateri,Troglodytidae,Passeriformes
Thryothorus semibadius,Troglodytidae,Passeriformes
Thryothorus sinaloa,Troglodytidae,Passeriformes
Thryothorus spadix,Troglodytidae,Passeriformes
Thryothorus superciliaris,Troglodytidae,Passeriformes
Thryothorus thoracicus,Troglodytidae,Passeriformes
Troglodytes aedon,Troglodytidae,Passeriformes
Troglodytes cobbi,Troglodytidae,Passeriformes
Troglodytes monticola,Troglodytidae,Passeriformes
Troglodytes ochraceus,Troglodytidae,Passeriformes
Troglodytes rufociliatus,Troglodytidae,Passeriformes
Troglodytes rufulus,Troglodytidae,Passeriformes
Troglodytes sissonii,Troglodytidae,Passeriformes
Troglodytes solstitialis,Troglodytidae,Passeriformes
Troglodytes tanneri,Troglodytidae,Passeriformes
Troglodytes troglodytes,Troglodytidae,Passeriformes
Uropsila leucogastra,Troglodytidae,Passeriformes
Alethe choloensis,Turdidae,Passeriformes
Alethe diademata,Turdidae,Passeriformes
Alethe fuelleborni,Turdidae,Passeriformes
Alethe poliocephala,Turdidae,Passeriformes
Alethe poliophrys,Turdidae,Passeriformes
Brachypteryx hyperythra,Turdidae,Passeriformes
Brachypteryx leucophrys,Turdidae,Passeriformes
Brachypteryx montana,Turdidae,Passeriformes
Brachypteryx stellata,Turdidae,Passeriformes
Cataponera turdoides,Turdidae,Passeriformes
Catharus aurantiirostris,Turdidae,Passeriformes
Catharus bicknelli,Turdidae,Passeriformes
Catharus dryas,Turdidae,Passeriformes
Catharus frantzii,Turdidae,Passeriformes
Catharus fuscater,Turdidae,Passeriformes
Catharus fuscescens,Turdidae,Passeriformes
Catharus gracilirostris,Turdidae,Passeriformes
Catharus guttatus,Turdidae,Passeriformes
Catharus mexicanus,Turdidae,Passeriformes
Catharus minimus,Turdidae,Passeriformes
Catharus occidentalis,Turdidae,Passeriformes
Catharus ustulatus,Turdidae,Passeriformes
Chaetops aurantius,Turdidae,Passeriformes
Chaetops frenatus,Turdidae,Passeriformes
Chlamydochaera jefferyi,Turdidae,Passeriformes
Cichlopsis leucogenys,Turdidae,Passeriformes
Cochoa azurea,Turdidae,Passeriformes
Cochoa beccarii,Turdidae,Passeriformes
Cochoa purpurea,Turdidae,Passeriformes
Cochoa viridis,Turdidae,Passeriformes
Entomodestes coracinus,Turdidae,Passeriformes
Entomodestes leucotis,Turdidae,Passeriformes
Geomalia heinrichi,Turdidae,Passeriformes
Heinrichia calligyna,Turdidae,Passeriformes
Hylocichla mustelina,Turdidae,Passeriformes
Myadestes coloratus,Turdidae,Passeriformes
Myadestes elisabeth,Turdidae,Passeriformes
Myadestes genibarbis,Turdidae,Passeriformes
Myadestes lanaiensis,Turdidae,Passeriformes
Myadestes melanops,Turdidae,Passeriformes
Myadestes obscurus,Turdidae,Passeriformes
Myadestes occidentalis,Turdidae,Passeriformes
Myadestes palmeri,Turdidae,Passeriformes
Myadestes ralloides,Turdidae,Passeriformes
Myadestes townsendi,Turdidae,Passeriformes
Myadestes unicolor,Turdidae,Passeriformes
Myophonus blighi,Turdidae,Passeriformes
Myophonus borneensis,Turdidae,Passeriformes
Myophonus caeruleus,Turdidae,Passeriformes
Myophonus castaneus,Turdidae,Passeriformes
Myophonus glaucinus,Turdidae,Passeriformes
Myophonus horsfieldii,Turdidae,Passeriformes
Myophonus insularis,Turdidae,Passeriformes
Myophonus melanurus,Turdidae,Passeriformes
Myophonus robinsoni,Turdidae,Passeriformes
Neocossyphus poensis,Turdidae,Passeriformes
Neocossyphus rufus,Turdidae,Passeriformes
Nesocichla eremita,Turdidae,Passeriformes
Psophocichla litsitsirupa,Turdidae,Passeriformes
Sialia currucoides,Turdidae,Passeriformes
Sialia mexicana,Turdidae,Passeriformes
Sialia sialis,Turdidae,Passeriformes
Stizorhina finschi,Turdidae,Passeriformes
Stizorhina fraseri,Turdidae,Passeriformes
Turdus albicollis,Turdidae,Passeriformes
Turdus albocinctus,Turdidae,Passeriformes
Turdus amaurochalinus,Turdidae,Passeriformes
Turdus assimilis,Turdidae,Passeriformes
Turdus aurantius,Turdidae,Passeriformes
Turdus bewsheri,Turdidae,Passeriformes
Turdus boulboul,Turdidae,Passeriformes
Turdus cardis,Turdidae,Passeriformes
Turdus celaenops,Turdidae,Passeriformes
Turdus chiguanco,Turdidae,Passeriformes
Turdus chrysolaus,Turdidae,Passeriformes
Turdus daguae,Turdidae,Passeriformes
Turdus dissimilis,Turdidae,Passeriformes
Turdus falcklandii,Turdidae,Passeriformes
Turdus feae,Turdidae,Passeriformes
Turdus flavipes,Turdidae,Passeriformes
Turdus fulviventris,Turdidae,Passeriformes
Turdus fumigatus,Turdidae,Passeriformes
Turdus fuscater,Turdidae,Passeriformes
Turdus grayi,Turdidae,Passeriformes
Turdus haplochrous,Turdidae,Passeriformes
Turdus hauxwelli,Turdidae,Passeriformes
Turdus helleri,Turdidae,Passeriformes
Turdus hortulorum,Turdidae,Passeriformes
Turdus ignobilis,Turdidae,Passeriformes
Turdus iliacus,Turdidae,Passeriformes
Turdus infuscatus,Turdidae,Passeriformes
Turdus jamaicensis,Turdidae,Passeriformes
Turdus kessleri,Turdidae,Passeriformes
Turdus lawrencii,Turdidae,Passeriformes
Turdus leucomelas,Turdidae,Passeriformes
Turdus leucops,Turdidae,Passeriformes
Turdus lherminieri,Turdidae,Passeriformes
Turdus libonyanus,Turdidae,Passeriformes
Turdus ludoviciae,Turdidae,Passeriformes
Turdus maculirostris,Turdidae,Passeriformes
Turdus maranonicus,Turdidae,Passeriformes
Turdus menachensis,Turdidae,Passeriformes
Turdus merula,Turdidae,Passeriformes
Turdus migratorius,Turdidae,Passeriformes
Turdus mupinensis,Turdidae,Passeriformes
Turdus naumanni,Turdidae,Passeriformes
Turdus nigrescens,Turdidae,Passeriformes
Turdus nigriceps,Turdidae,Passeriformes
Turdus nudigenis,Turdidae,Passeriformes
Turdus obscurus,Turdidae,Passeriformes
Turdus obsoletus,Turdidae,Passeriformes
Turdus olivaceofuscus,Turdidae,Passeriformes
Turdus olivaceus,Turdidae,Passeriformes
Turdus olivater,Turdidae,Passeriformes
Turdus pallidus,Turdidae,Passeriformes
Turdus pelios,Turdidae,Passeriformes
Turdus philomelos,Turdidae,Passeriformes
Turdus pilaris,Turdidae,Passeriformes
Turdus plebejus,Turdidae,Passeriformes
Turdus plumbeus,Turdidae,Passeriformes
Turdus poliocephalus,Turdidae,Passeriformes
Turdus reevei,Turdidae,Passeriformes
Turdus rubrocanus,Turdidae,Passeriformes
Turdus ruficollis,Turdidae,Passeriformes
Turdus rufitorques,Turdidae,Passeriformes
Turdus rufiventris,Turdidae,Passeriformes
Turdus rufopalliatus,Turdidae,Passeriformes
Turdus serranus,Turdidae,Passeriformes
Turdus subalaris,Turdidae,Passeriformes
Turdus swalesi,Turdidae,Passeriformes
Turdus tephronotus,Turdidae,Passeriformes
Turdus torquatus,Turdidae,Passeriformes
Turdus unicolor,Turdidae,Passeriformes
Turdus viscivorus,Turdidae,Passeriformes
Zoothera andromedae,Turdidae,Passeriformes
Zoothera camaronensis,Turdidae,Passeriformes
Zoothera cinerea,Turdidae,Passeriformes
Zoothera citrina,Turdidae,Passeriformes
Zoothera crossleyi,Turdidae,Passeriformes
Zoothera dauma,Turdidae,Passeriformes
Zoothera dixoni,Turdidae,Passeriformes
Zoothera dohertyi,Turdidae,Passeriformes
Zoothera dumasi,Turdidae,Passeriformes
Zoothera erythronota,Turdidae,Passeriformes
Zoothera everetti,Turdidae,Passeriformes
Zoothera gurneyi,Turdidae,Passeriformes
Zoothera guttata,Turdidae,Passeriformes
Zoothera heinei,Turdidae,Passeriformes
Zoothera imbricata,Turdidae,Passeriformes
Zoothera interpres,Turdidae,Passeriformes
Zoothera joiceyi,Turdidae,Passeriformes
Zoothera leucolaema,Turdidae,Passeriformes
Zoothera lunulata,Turdidae,Passeriformes
Zoothera machiki,Turdidae,Passeriformes
Zoothera major,Turdidae,Passeriformes
Zoothera margaretae,Turdidae,Passeriformes
Zoothera marginata,Turdidae,Passeriformes
Zoothera mendeni,Turdidae,Passeriformes
Zoothera mollissima,Turdidae,Passeriformes
Zoothera monticola,Turdidae,Passeriformes
Zoothera naevia,Turdidae,Passeriformes
Zoothera oberlaenderi,Turdidae,Passeriformes
Zoothera peronii,Turdidae,Passeriformes
Zoothera piaggiae,Turdidae,Passeriformes
Zoothera pinicola,Turdidae,Passeriformes
Zoothera princei,Turdidae,Passeriformes
Zoothera schistacea,Turdidae,Passeriformes
Zoothera sibirica,Turdidae,Passeriformes
Zoothera spiloptera,Turdidae,Passeriformes
Zoothera talaseae,Turdidae,Passeriformes
Zoothera tanganjicae,Turdidae,Passeriformes
Zoothera turipavae,Turdidae,Passeriformes
Zoothera wardii,Turdidae,Passeriformes
Agriornis albicauda,Tyrannidae,Passeriformes
Agriornis lividus,Tyrannidae,Passeriformes
Agriornis micropterus,Tyrannidae,Passeriformes
Agriornis montanus,Tyrannidae,Passeriformes
Agriornis murinus,Tyrannidae,Passeriformes
Alectrurus risora,Tyrannidae,Passeriformes
Alectrurus tricolor,Tyrannidae,Passeriformes
Anairetes agilis,Tyrannidae,Passeriformes
Anairetes agraphia,Tyrannidae,Passeriformes
Anairetes alpinus,Tyrannidae,Passeriformes
Anairetes fernandezianus,Tyrannidae,Passeriformes
Anairetes flavirostris,Tyrannidae,Passeriformes
Anairetes nigrocristatus,Tyrannidae,Passeriformes
Anairetes parulus,Tyrannidae,Passeriformes
Anairetes reguloides,Tyrannidae,Passeriformes
Aphanotriccus audax,Tyrannidae,Passeriformes
Aphanotriccus capitalis,Tyrannidae,Passeriformes
Arundinicola leucocephala,Tyrannidae,Passeriformes
Atalotriccus pilaris,Tyrannidae,Passeriformes
Attila bolivianus,Tyrannidae,Passeriformes
Attila cinnamomeus,Tyrannidae,Passeriformes
Attila citriniventris,Tyrannidae,Passeriformes
Attila phoenicurus,Tyrannidae,Passeriformes
Attila rufus,Tyrannidae,Passeriformes
Attila spadiceus,Tyrannidae,Passeriformes
Attila torridus,Tyrannidae,Passeriformes
Camptostoma imberbe,Tyrannidae,Passeriformes
Camptostoma obsoletum,Tyrannidae,Passeriformes
Capsiempis flaveola,Tyrannidae,Passeriformes
Casiornis fuscus,Tyrannidae,Passeriformes
Casiornis rufus,Tyrannidae,Passeriformes
Cnemarchus erythropygius,Tyrannidae,Passeriformes
Cnemotriccus fuscatus,Tyrannidae,Passeriformes
Cnipodectes subbrunneus,Tyrannidae,Passeriformes
Cnipodectes superrufus,Tyrannidae,Passeriformes
Colonia colonus,Tyrannidae,Passeriformes
Colorhamphus parvirostris,Tyrannidae,Passeriformes
Conopias albovittatus,Tyrannidae,Passeriformes
Conopias cinchoneti,Tyrannidae,Passeriformes
Conopias parvus,Tyrannidae,Passeriformes
Conopias trivirgatus,Tyrannidae,Passeriformes
Contopus albogularis,Tyrannidae,Passeriformes
Contopus caribaeus,Tyrannidae,Passeriformes
Contopus cinereus,Tyrannidae,Passeriformes
Contopus cooperi,Tyrannidae,Passeriformes
Contopus fumigatus,Tyrannidae,Passeriformes
Contopus hispaniolensis,Tyrannidae,Passeriformes
Contopus latirostris,Tyrannidae,Passeriformes
Contopus lugubris,Tyrannidae,Passeriformes
Contopus nigrescens,Tyrannidae,Passeriformes
Contopus ochraceus,Tyrannidae,Passeriformes
Contopus pallidus,Tyrannidae,Passeriformes
Contopus pertinax,Tyrannidae,Passeriformes
Contopus punensis,Tyrannidae,Passeriformes
Contopus sordidulus,Tyrannidae,Passeriformes
Contopus virens,Tyrannidae,Passeriformes
Corythopis delalandi,Tyrannidae,Passeriformes
Corythopis torquatus,Tyrannidae,Passeriformes
Culicivora caudacuta,Tyrannidae,Passeriformes
Deltarhynchus flammulatus,Tyrannidae,Passeriformes
Elaenia albiceps,Tyrannidae,Passeriformes
Elaenia chiriquensis,Tyrannidae,Passeriformes
Elaenia cristata,Tyrannidae,Passeriformes
Elaenia dayi,Tyrannidae,Passeriformes
Elaenia fallax,Tyrannidae,Passeriformes
Elaenia flavogaster,Tyrannidae,Passeriformes
Elaenia frantzii,Tyrannidae,Passeriformes
Elaenia gigas,Tyrannidae,Passeriformes
Elaenia martinica,Tyrannidae,Passeriformes
Elaenia mesoleuca,Tyrannidae,Passeriformes
Elaenia obscura,Tyrannidae,Passeriformes
Elaenia pallatangae,Tyrannidae,Passeriformes
Elaenia parvirostris,Tyrannidae,Passeriformes
Elaenia pelzelni,Tyrannidae,Passeriformes
Elaenia ridleyana,Tyrannidae,Passeriformes
Elaenia ruficeps,Tyrannidae,Passeriformes
Elaenia spectabilis,Tyrannidae,Passeriformes
Elaenia strepera,Tyrannidae,Passeriformes
Empidonax affinis,Tyrannidae,Passeriformes
Empidonax albigularis,Tyrannidae,Passeriformes
Empidonax alnorum,Tyrannidae,Passeriformes
Empidonax atriceps,Tyrannidae,Passeriformes
Empidonax difficilis,Tyrannidae,Passeriformes
Empidonax flavescens,Tyrannidae,Passeriformes
Empidonax flaviventris,Tyrannidae,Passeriformes
Empidonax fulvifrons,Tyrannidae,Passeriformes
Empidonax hammondii,Tyrannidae,Passeriformes
Empidonax minimus,Tyrannidae,Passeriformes
Empidonax oberholseri,Tyrannidae,Passeriformes
Empidonax occidentalis,Tyrannidae,Passeriformes
Empidonax traillii,Tyrannidae,Passeriformes
Empidonax virescens,Tyrannidae,Passeriformes
Empidonax wrightii,Tyrannidae,Passeriformes
Empidonomus aurantioatrocristatus,Tyrannidae,Passeriformes
Empidonomus varius,Tyrannidae,Passeriformes
Euscarthmus meloryphus,Tyrannidae,Passeriformes
Euscarthmus rufomarginatus,Tyrannidae,Passeriformes
Fluvicola albiventer,Tyrannidae,Passeriformes
Fluvicola nengeta,Tyrannidae,Passeriformes
Fluvicola pica,Tyrannidae,Passeriformes
Gubernetes yetapa,Tyrannidae,Passeriformes
Hemitriccus cinnamomeipectus,Tyrannidae,Passeriformes
Hemitriccus diops,Tyrannidae,Passeriformes
Hemitriccus flammulatus,Tyrannidae,Passeriformes
Hemitriccus furcatus,Tyrannidae,Passeriformes
Hemitriccus granadensis,Tyrannidae,Passeriformes
Hemitriccus griseipectus,Tyrannidae,Passeriformes
Hemitriccus inornatus,Tyrannidae,Passeriformes
Hemitriccus iohannis,Tyrannidae,Passeriformes
Hemitriccus josephinae,Tyrannidae,Passeriformes
Hemitriccus kaempferi,Tyrannidae,Passeriformes
Hemitriccus margaritaceiventer,Tyrannidae,Passeriformes
Hemitriccus minimus,Tyrannidae,Passeriformes
Hemitriccus minor,Tyrannidae,Passeriformes
Hemitriccus mirandae,Tyrannidae,Passeriformes
Hemitriccus nidipendulus,Tyrannidae,Passeriformes
Hemitriccus obsoletus,Tyrannidae,Passeriformes
Hemitriccus orbitatus,Tyrannidae,Passeriformes
Hemitriccus rufigularis,Tyrannidae,Passeriformes
Hemitriccus spodiops,Tyrannidae,Passeriformes
Hemitriccus striaticollis,Tyrannidae,Passeriformes
Hemitriccus zosterops,Tyrannidae,Passeriformes
Hirundinea ferruginea,Tyrannidae,Passeriformes
Hymenops perspicillatus,Tyrannidae,Passeriformes
Inezia caudata,Tyrannidae,Passeriformes
Inezia inornata,Tyrannidae,Passeriformes
Inezia subflava,Tyrannidae,Passeriformes
Inezia tenuirostris,Tyrannidae,Passeriformes
Knipolegus aterrimus,Tyrannidae,Passeriformes
Knipolegus cyanirostris,Tyrannidae,Passeriformes
Knipolegus franciscanus,Tyrannidae,Passeriformes
Knipolegus hudsoni,Tyrannidae,Passeriformes
Knipolegus lophotes,Tyrannidae,Passeriformes
Knipolegus nigerrimus,Tyrannidae,Passeriformes
Knipolegus orenocensis,Tyrannidae,Passeriformes
Knipolegus poecilocercus,Tyrannidae,Passeriformes
Knipolegus poecilurus,Tyrannidae,Passeriformes
Knipolegus signatus,Tyrannidae,Passeriformes
Knipolegus striaticeps,Tyrannidae,Passeriformes
Lathrotriccus euleri,Tyrannidae,Passeriformes
Lathrotriccus griseipectus,Tyrannidae,Passeriformes
Legatus leucophaius,Tyrannidae,Passeriformes
Leptopogon amaurocephalus,Tyrannidae,Passeriformes
Leptopogon rufipectus,Tyrannidae,Passeriformes
Leptopogon superciliaris,Tyrannidae,Passeriformes
Leptopogon taczanowskii,Tyrannidae,Passeriformes
Lessonia oreas,Tyrannidae,Passeriformes
Lessonia rufa,Tyrannidae,Passeriformes
Lophotriccus eulophotes,Tyrannidae,Passeriformes
Lophotriccus galeatus,Tyrannidae,Passeriformes
Lophotriccus pileatus,Tyrannidae,Passeriformes
Lophotriccus vitiosus,Tyrannidae,Passeriformes
Machetornis rixosa,Tyrannidae,Passeriformes
Mecocerculus calopterus,Tyrannidae,Passeriformes
Mecocerculus hellmayri,Tyrannidae,Passeriformes
Mecocerculus leucophrys,Tyrannidae,Passeriformes
Mecocerculus minor,Tyrannidae,Passeriformes
Mecocerculus poecilocercus,Tyrannidae,Passeriformes
Mecocerculus stictopterus,Tyrannidae,Passeriformes
Megarynchus pitangua,Tyrannidae,Passeriformes
Mionectes macconnelli,Tyrannidae,Passeriformes
Mionectes oleagineus,Tyrannidae,Passeriformes
Mionectes olivaceus,Tyrannidae,Passeriformes
Mionectes rufiventris,Tyrannidae,Passeriformes
Mionectes striaticollis,Tyrannidae,Passeriformes
Mitrephanes olivaceus,Tyrannidae,Passeriformes
Mitrephanes phaeocercus,Tyrannidae,Passeriformes
Muscigralla brevicauda,Tyrannidae,Passeriformes
Muscipipra vetula,Tyrannidae,Passeriformes
Muscisaxicola albifrons,Tyrannidae,Passeriformes
Muscisaxicola albilora,Tyrannidae,Passeriformes
Muscisaxicola alpinus,Tyrannidae,Passeriformes
Muscisaxicola capistratus,Tyrannidae,Passeriformes
Muscisaxicola cinereus,Tyrannidae,Passeriformes
Muscisaxicola flavinucha,Tyrannidae,Passeriformes
Muscisaxicola fluviatilis,Tyrannidae,Passeriformes
Muscisaxicola frontalis,Tyrannidae,Passeriformes
Muscisaxicola griseus,Tyrannidae,Passeriformes
Muscisaxicola juninensis,Tyrannidae,Passeriformes
Muscisaxicola maclovianus,Tyrannidae,Passeriformes
Muscisaxicola maculirostris,Tyrannidae,Passeriformes
Muscisaxicola rufivertex,Tyrannidae,Passeriformes
Myiarchus antillarum,Tyrannidae,Passeriformes
Myiarchus apicalis,Tyrannidae,Passeriformes
Myiarchus barbirostris,Tyrannidae,Passeriformes
Myiarchus cephalotes,Tyrannidae,Passeriformes
Myiarchus cinerascens,Tyrannidae,Passeriformes
Myiarchus crinitus,Tyrannidae,Passeriformes
Myiarchus ferox,Tyrannidae,Passeriformes
Myiarchus magnirostris,Tyrannidae,Passeriformes
Myiarchus nugator,Tyrannidae,Passeriformes
Myiarchus nuttingi,Tyrannidae,Passeriformes
Myiarchus oberi,Tyrannidae,Passeriformes
Myiarchus panamensis,Tyrannidae,Passeriformes
Myiarchus phaeocephalus,Tyrannidae,Passeriformes
Myiarchus sagrae,Tyrannidae,Passeriformes
Myiarchus semirufus,Tyrannidae,Passeriformes
Myiarchus stolidus,Tyrannidae,Passeriformes
Myiarchus swainsoni,Tyrannidae,Passeriformes
Myiarchus tuberculifer,Tyrannidae,Passeriformes
Myiarchus tyrannulus,Tyrannidae,Passeriformes
Myiarchus validus,Tyrannidae,Passeriformes
